ID,Name,Category,Type,Destination,Area,Price,Rating,Description
690,Trekking 80,Activity,Experience,Darjeeling,Tea Garden,,4.9,Activity in Darjeeling with great experience
691,Mountain Brew 10,Cafe,Food,Darjeeling,Tea Garden,144 INR,4.8,Cafe in Darjeeling with great experience
692,Hotel Green View 575,Hotel,Stay,Kurseong,City Center,6706 INR,3.4,Hotel in Kurseong with great experience
693,Mountain Nest 488,Homestay,Stay,Gangtok,MG Marg,7623 INR,4.1,Homestay in Gangtok with great experience
694,Hilltop Cafe 728,Cafe,Food,Darjeeling,Tea Garden,277 INR,4.7,Cafe in Darjeeling with great experience
695,Lake 526,Attraction,Experience,Darjeeling,Mall Road,,3.7,Attraction in Darjeeling with great experience
696,Hilltop Cafe 357,Cafe,Food,Darjeeling,Tea Garden,273 INR,3.4,Cafe in Darjeeling with great experience
697,Skyline Hotel 966,Hotel,Stay,Gangtok,MG Marg,6097 INR,4.1,Hotel in Gangtok with great experience
698,Food Valley 665,Restaurant,Food,Gangtok,Mall Road,950 INR,3.9,Restaurant in Gangtok with great experience
699,Tea Garden Resort 616,Resort,Stay,Darjeeling,Mall Road,5929 INR,3.1,Resort in Darjeeling with great experience
700,Himalayan Dine 24,Restaurant,Food,Kurseong,Tea Garden,593 INR,3.6,Restaurant in Kurseong with great experience
701,Winter Hub 92,Clothing Store,Shopping,Gangtok,MG Marg,,4.6,Clothing Store in Gangtok with great experience
702,Forest Resort 9,Resort,Stay,Kurseong,Forest Area,4734 INR,4.2,Resort in Kurseong with great experience
703,Skyline Hotel 395,Hotel,Stay,Darjeeling,City Center,6227 INR,3.7,Hotel in Darjeeling with great experience
704,Boating 224,Activity,Experience,Mirik,City Center,,4.1,Activity in Mirik with great experience
705,Tea Garden Resort 334,Resort,Stay,Lava,City Center,5961 INR,4.0,Resort in Lava with great experience
706,Luxury Hills Resort 82,Resort,Stay,Darjeeling,Tea Garden,5677 INR,3.3,Resort in Darjeeling with great experience
707,Pahari Homestay 765,Homestay,Stay,Kalimpong,City Center,3186 INR,4.2,Homestay in Kalimpong with great experience
708,Pahari Homestay 848,Homestay,Stay,Dooars,Tea Garden,4028 INR,3.1,Homestay in Dooars with great experience
709,Boating 127,Activity,Experience,Mirik,City Center,,3.8,Activity in Mirik with great experience
710,Hilltop Cafe 172,Cafe,Food,Lava,City Center,752 INR,3.6,Cafe in Lava with great experience
711,Peak Residency 958,Hotel,Stay,Lava,Hill View,970 INR,4.4,Hotel in Lava with great experience
712,Spice Route 674,Restaurant,Food,Kurseong,Forest Area,995 INR,3.8,Restaurant in Kurseong with great experience
713,Spice Route 775,Restaurant,Food,Darjeeling,Tea Garden,742 INR,3.2,Restaurant in Darjeeling with great experience
714,Toy Train Ride 431,Activity,Experience,Darjeeling,City Center,,4.7,Activity in Darjeeling with great experience
715,Mountain Nest 278,Homestay,Stay,Gangtok,City Center,3560 INR,4.4,Homestay in Gangtok with great experience
716,Lake 109,Attraction,Experience,Gangtok,MG Marg,,3.9,Attraction in Gangtok with great experience
717,Hill Stay Inn 280,Hotel,Stay,Lava,City Center,6562 INR,3.5,Hotel in Lava with great experience
718,Valley View Stay 551,Homestay,Stay,Darjeeling,Mall Road,922 INR,4.8,Homestay in Darjeeling with great experience
719,Winter Hub 743,Clothing Store,Shopping,Dooars,City Center,,3.2,Clothing Store in Dooars with great experience
720,View Point 815,Attraction,Experience,Gangtok,Hill View,,4.9,Attraction in Gangtok with great experience
721,Winter Hub 124,Clothing Store,Shopping,Gangtok,MG Marg,,4.7,Clothing Store in Gangtok with great experience
722,Mountain Nest 990,Homestay,Stay,Gangtok,MG Marg,6143 INR,3.0,Homestay in Gangtok with great experience
723,Mountain Nest 111,Homestay,Stay,Kurseong,Tea Garden,5527 INR,3.9,Homestay in Kurseong with great experience
724,Tea Garden Resort 664,Resort,Stay,Gangtok,City Center,4626 INR,4.0,Resort in Gangtok with great experience
725,Valley View Stay 712,Homestay,Stay,Gangtok,City Center,7198 INR,4.6,Homestay in Gangtok with great experience
726,Himalayan Dine 302,Restaurant,Food,Kalimpong,Mall Road,397 INR,3.1,Restaurant in Kalimpong with great experience
727,Peak Residency 981,Hotel,Stay,Gangtok,Mall Road,7362 INR,4.6,Hotel in Gangtok with great experience
728,Sunrise Coffee 146,Cafe,Food,Gangtok,City Center,974 INR,4.5,Cafe in Gangtok with great experience
729,Himalayan Dine 188,Restaurant,Food,Darjeeling,Tea Garden,338 INR,4.9,Restaurant in Darjeeling with great experience
730,View Point 551,Attraction,Experience,Gangtok,MG Marg,,3.7,Attraction in Gangtok with great experience
731,Hilltop Cafe 274,Cafe,Food,Gangtok,Hill View,106 INR,4.5,Cafe in Gangtok with great experience
732,View Point 296,Attraction,Experience,Darjeeling,Tea Garden,,3.4,Attraction in Darjeeling with great experience
733,Cafe Aroma 923,Cafe,Food,Darjeeling,Hill View,647 INR,3.2,Cafe in Darjeeling with great experience
734,Hill Stay Inn 14,Hotel,Stay,Darjeeling,Tea Garden,6847 INR,4.9,Hotel in Darjeeling with great experience
735,Tea Garden Resort 806,Resort,Stay,Gangtok,MG Marg,7527 INR,3.9,Resort in Gangtok with great experience
736,Cafe Aroma 438,Cafe,Food,Kurseong,Forest Area,200 INR,4.3,Cafe in Kurseong with great experience
737,Valley View Stay 592,Homestay,Stay,Darjeeling,Hill View,5764 INR,3.3,Homestay in Darjeeling with great experience
738,View Point 395,Attraction,Experience,Dooars,Forest Area,,4.5,Attraction in Dooars with great experience
739,Mountain Brew 614,Cafe,Food,Darjeeling,Mall Road,115 INR,3.5,Cafe in Darjeeling with great experience
740,Himalayan Wear 225,Clothing Store,Shopping,Gangtok,MG Marg,,3.7,Clothing Store in Gangtok with great experience
741,Mountain Brew 296,Cafe,Food,Mirik,City Center,282 INR,3.9,Cafe in Mirik with great experience
742,Safari 351,Activity,Experience,Dooars,City Center,,3.3,Activity in Dooars with great experience
743,Waterfall 482,Attraction,Experience,Darjeeling,Hill View,,3.1,Attraction in Darjeeling with great experience
744,Forest Resort 952,Resort,Stay,Kurseong,City Center,3007 INR,4.6,Resort in Kurseong with great experience
745,Pahari Homestay 503,Homestay,Stay,Darjeeling,Hill View,4252 INR,3.8,Homestay in Darjeeling with great experience
746,Pahari Homestay 656,Homestay,Stay,Darjeeling,Mall Road,4467 INR,3.1,Homestay in Darjeeling with great experience
747,Valley View Stay 283,Homestay,Stay,Gangtok,MG Marg,5612 INR,4.7,Homestay in Gangtok with great experience
748,View Point 691,Attraction,Experience,Darjeeling,Hill View,,3.6,Attraction in Darjeeling with great experience
749,Winter Hub 601,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.3,Clothing Store in Darjeeling with great experience
750,Mountain Style 457,Clothing Store,Shopping,Darjeeling,Mall Road,,3.8,Clothing Store in Darjeeling with great experience
751,Toy Train Ride 370,Activity,Experience,Darjeeling,Tea Garden,,3.5,Activity in Darjeeling with great experience
752,Forest Resort 370,Resort,Stay,Kalimpong,Mall Road,1558 INR,3.8,Resort in Kalimpong with great experience
753,Forest Resort 717,Resort,Stay,Kurseong,Hill View,4397 INR,3.8,Resort in Kurseong with great experience
754,Sunrise Coffee 105,Cafe,Food,Kurseong,Hill View,738 INR,4.6,Cafe in Kurseong with great experience
755,Peak Residency 808,Hotel,Stay,Gangtok,MG Marg,7100 INR,3.6,Hotel in Gangtok with great experience
756,Tea Garden Resort 112,Resort,Stay,Mirik,Hill View,1810 INR,3.6,Resort in Mirik with great experience
757,Luxury Hills Resort 846,Resort,Stay,Dooars,City Center,3324 INR,3.9,Resort in Dooars with great experience
758,Luxury Hills Resort 12,Resort,Stay,Mirik,Tea Garden,4699 INR,4.4,Resort in Mirik with great experience
759,Peak Residency 665,Hotel,Stay,Dooars,City Center,4706 INR,3.8,Hotel in Dooars with great experience
760,Forest Resort 484,Resort,Stay,Darjeeling,Tea Garden,5453 INR,4.0,Resort in Darjeeling with great experience
761,Hotel Green View 451,Hotel,Stay,Darjeeling,Mall Road,4920 INR,4.4,Hotel in Darjeeling with great experience
762,Mountain Nest 194,Homestay,Stay,Kalimpong,Hill View,7708 INR,3.4,Homestay in Kalimpong with great experience
763,Lake 703,Attraction,Experience,Darjeeling,Mall Road,,3.2,Attraction in Darjeeling with great experience
764,Lake 375,Attraction,Experience,Kurseong,Mall Road,,4.2,Attraction in Kurseong with great experience
765,Waterfall 264,Attraction,Experience,Gangtok,MG Marg,,4.1,Attraction in Gangtok with great experience
766,Toy Train Ride 575,Activity,Experience,Darjeeling,City Center,,4.1,Activity in Darjeeling with great experience
767,Food Valley 380,Restaurant,Food,Darjeeling,Mall Road,637 INR,4.2,Restaurant in Darjeeling with great experience
768,Luxury Hills Resort 760,Resort,Stay,Mirik,Tea Garden,3360 INR,4.1,Resort in Mirik with great experience
769,Luxury Hills Resort 279,Resort,Stay,Gangtok,City Center,2881 INR,4.6,Resort in Gangtok with great experience
770,Peak Residency 732,Hotel,Stay,Kalimpong,City Center,3078 INR,4.5,Hotel in Kalimpong with great experience
771,Cloud9 Cafe 323,Cafe,Food,Darjeeling,Forest Area,212 INR,4.8,Cafe in Darjeeling with great experience
772,Boating 999,Activity,Experience,Mirik,Tea Garden,,3.5,Activity in Mirik with great experience
773,Hilltop Cafe 685,Cafe,Food,Gangtok,MG Marg,604 INR,3.6,Cafe in Gangtok with great experience
774,Valley View Stay 20,Homestay,Stay,Gangtok,MG Marg,6729 INR,4.1,Homestay in Gangtok with great experience
775,Mountain Style 931,Clothing Store,Shopping,Gangtok,MG Marg,,4.1,Clothing Store in Gangtok with great experience
776,Mountain Style 8,Clothing Store,Shopping,Dooars,City Center,,4.3,Clothing Store in Dooars with great experience
777,Sunrise Coffee 846,Cafe,Food,Darjeeling,Mall Road,982 INR,3.6,Cafe in Darjeeling with great experience
778,Spice Route 208,Restaurant,Food,Dooars,Forest Area,682 INR,4.6,Restaurant in Dooars with great experience
779,Lake 869,Attraction,Experience,Darjeeling,Mall Road,,4.7,Attraction in Darjeeling with great experience
780,Pahari Homestay 270,Homestay,Stay,Darjeeling,Hill View,1573 INR,3.5,Homestay in Darjeeling with great experience
781,Skyline Hotel 896,Hotel,Stay,Gangtok,MG Marg,1848 INR,3.1,Hotel in Gangtok with great experience
782,Lake 179,Attraction,Experience,Darjeeling,Mall Road,,3.8,Attraction in Darjeeling with great experience
783,Valley View Stay 212,Homestay,Stay,Gangtok,City Center,7818 INR,4.8,Homestay in Gangtok with great experience
784,Safari 556,Activity,Experience,Dooars,Mall Road,,4.2,Activity in Dooars with great experience
785,Monastery 31,Attraction,Experience,Dooars,Tea Garden,,3.4,Attraction in Dooars with great experience
786,Trekking 388,Activity,Experience,Darjeeling,Tea Garden,,3.7,Activity in Darjeeling with great experience
787,Food Valley 443,Restaurant,Food,Gangtok,MG Marg,764 INR,3.6,Restaurant in Gangtok with great experience
788,Luxury Hills Resort 359,Resort,Stay,Mirik,Hill View,3054 INR,3.7,Resort in Mirik with great experience
789,Mountain Style 489,Clothing Store,Shopping,Gangtok,MG Marg,,3.9,Clothing Store in Gangtok with great experience
790,Winter Hub 409,Clothing Store,Shopping,Darjeeling,Mall Road,,3.4,Clothing Store in Darjeeling with great experience
791,Toy Train Ride 876,Activity,Experience,Darjeeling,City Center,,4.9,Activity in Darjeeling with great experience
792,Himalayan Wear 196,Clothing Store,Shopping,Darjeeling,Mall Road,,4.1,Clothing Store in Darjeeling with great experience
793,Safari 627,Activity,Experience,Dooars,Mall Road,,4.1,Activity in Dooars with great experience
794,Cloud9 Cafe 256,Cafe,Food,Kurseong,Mall Road,297 INR,3.2,Cafe in Kurseong with great experience
795,Mountain Nest 849,Homestay,Stay,Gangtok,MG Marg,1382 INR,4.6,Homestay in Gangtok with great experience
796,Valley View Stay 256,Homestay,Stay,Lava,City Center,2998 INR,3.7,Homestay in Lava with great experience
797,Toy Train Ride 172,Activity,Experience,Darjeeling,City Center,,3.6,Activity in Darjeeling with great experience
798,Trekking 521,Activity,Experience,Lava,Hill View,,3.2,Activity in Lava with great experience
799,Hill Stay Inn 441,Hotel,Stay,Gangtok,MG Marg,5083 INR,4.9,Hotel in Gangtok with great experience
800,Safari 660,Activity,Experience,Dooars,Tea Garden,,4.2,Activity in Dooars with great experience
801,Himalayan Wear 751,Clothing Store,Shopping,Mirik,Hill View,,3.2,Clothing Store in Mirik with great experience
802,Food Valley 695,Restaurant,Food,Gangtok,Mall Road,892 INR,4.9,Restaurant in Gangtok with great experience
803,View Point 813,Attraction,Experience,Dooars,Forest Area,,4.0,Attraction in Dooars with great experience
804,Mountain Brew 135,Cafe,Food,Gangtok,City Center,752 INR,4.7,Cafe in Gangtok with great experience
805,View Point 85,Attraction,Experience,Gangtok,MG Marg,,3.3,Attraction in Gangtok with great experience
806,Valley View Stay 256,Homestay,Stay,Dooars,Forest Area,4439 INR,3.5,Homestay in Dooars with great experience
807,Winter Hub 365,Clothing Store,Shopping,Mirik,City Center,,4.2,Clothing Store in Mirik with great experience
808,Valley View Stay 992,Homestay,Stay,Kalimpong,Mall Road,1408 INR,5.0,Homestay in Kalimpong with great experience
809,Trekking 496,Activity,Experience,Darjeeling,Mall Road,,3.5,Activity in Darjeeling with great experience
810,Safari 51,Activity,Experience,Dooars,City Center,,4.5,Activity in Dooars with great experience
811,Tea Garden Resort 570,Resort,Stay,Gangtok,MG Marg,1683 INR,4.1,Resort in Gangtok with great experience
812,Cafe Aroma 175,Cafe,Food,Mirik,City Center,829 INR,4.4,Cafe in Mirik with great experience
813,Trekking 618,Activity,Experience,Darjeeling,Mall Road,,4.3,Activity in Darjeeling with great experience
814,Hill Stay Inn 277,Hotel,Stay,Darjeeling,Tea Garden,1346 INR,3.4,Hotel in Darjeeling with great experience
815,Toy Train Ride 325,Activity,Experience,Darjeeling,Forest Area,,4.2,Activity in Darjeeling with great experience
816,Sunrise Coffee 34,Cafe,Food,Darjeeling,Mall Road,563 INR,3.7,Cafe in Darjeeling with great experience
817,Mountain Brew 349,Cafe,Food,Darjeeling,Hill View,896 INR,3.5,Cafe in Darjeeling with great experience
818,Lake 745,Attraction,Experience,Mirik,Hill View,,3.8,Attraction in Mirik with great experience
819,Himalayan Dine 175,Restaurant,Food,Kurseong,Mall Road,540 INR,4.0,Restaurant in Kurseong with great experience
820,Cloud9 Cafe 880,Cafe,Food,Lava,City Center,901 INR,3.5,Cafe in Lava with great experience
821,Forest Resort 223,Resort,Stay,Gangtok,MG Marg,3229 INR,4.9,Resort in Gangtok with great experience
822,Forest Resort 208,Resort,Stay,Gangtok,MG Marg,5636 INR,3.5,Resort in Gangtok with great experience
823,Mountain Brew 216,Cafe,Food,Darjeeling,City Center,130 INR,3.4,Cafe in Darjeeling with great experience
824,Food Valley 230,Restaurant,Food,Gangtok,City Center,209 INR,4.0,Restaurant in Gangtok with great experience
825,Taste of Hills 988,Restaurant,Food,Darjeeling,Forest Area,837 INR,3.6,Restaurant in Darjeeling with great experience
826,Hill Stay Inn 259,Hotel,Stay,Kurseong,Mall Road,2613 INR,4.1,Hotel in Kurseong with great experience
827,Taste of Hills 838,Restaurant,Food,Darjeeling,Mall Road,837 INR,4.1,Restaurant in Darjeeling with great experience
828,Himalayan Wear 898,Clothing Store,Shopping,Dooars,Forest Area,,3.9,Clothing Store in Dooars with great experience
829,View Point 845,Attraction,Experience,Kalimpong,Mall Road,,4.3,Attraction in Kalimpong with great experience
830,Hilltop Cafe 583,Cafe,Food,Mirik,Tea Garden,906 INR,3.6,Cafe in Mirik with great experience
831,Mountain Brew 332,Cafe,Food,Gangtok,City Center,266 INR,4.3,Cafe in Gangtok with great experience
832,Lake 510,Attraction,Experience,Darjeeling,Hill View,,4.7,Attraction in Darjeeling with great experience
833,Boating 345,Activity,Experience,Mirik,Forest Area,,3.5,Activity in Mirik with great experience
834,Winter Hub 865,Clothing Store,Shopping,Lava,Hill View,,3.5,Clothing Store in Lava with great experience
835,Hilltop Cafe 717,Cafe,Food,Darjeeling,Forest Area,760 INR,4.8,Cafe in Darjeeling with great experience
836,Waterfall 273,Attraction,Experience,Gangtok,MG Marg,,4.5,Attraction in Gangtok with great experience
837,Winter Hub 34,Clothing Store,Shopping,Darjeeling,Hill View,,4.1,Clothing Store in Darjeeling with great experience
838,Forest Resort 220,Resort,Stay,Kurseong,City Center,4750 INR,3.4,Resort in Kurseong with great experience
839,Peak Residency 631,Hotel,Stay,Kalimpong,Hill View,1692 INR,4.2,Hotel in Kalimpong with great experience
840,Sunrise Coffee 633,Cafe,Food,Darjeeling,Tea Garden,500 INR,4.7,Cafe in Darjeeling with great experience
841,Mountain Style 981,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.1,Clothing Store in Darjeeling with great experience
842,Mountain Nest 111,Homestay,Stay,Gangtok,City Center,1028 INR,4.9,Homestay in Gangtok with great experience
843,Waterfall 481,Attraction,Experience,Darjeeling,Tea Garden,,3.9,Attraction in Darjeeling with great experience
844,Spice Route 281,Restaurant,Food,Kalimpong,City Center,896 INR,4.3,Restaurant in Kalimpong with great experience
845,Mountain Brew 701,Cafe,Food,Gangtok,MG Marg,961 INR,4.3,Cafe in Gangtok with great experience
846,Sunrise Coffee 714,Cafe,Food,Darjeeling,Hill View,306 INR,4.2,Cafe in Darjeeling with great experience
847,Mountain Brew 494,Cafe,Food,Darjeeling,Hill View,649 INR,4.7,Cafe in Darjeeling with great experience
848,Himalayan Dine 378,Restaurant,Food,Kurseong,Forest Area,751 INR,4.7,Restaurant in Kurseong with great experience
849,Taste of Hills 122,Restaurant,Food,Gangtok,MG Marg,149 INR,3.3,Restaurant in Gangtok with great experience
850,Cafe Aroma 661,Cafe,Food,Kurseong,Forest Area,733 INR,3.9,Cafe in Kurseong with great experience
